Galaxy Name	Radius	Total Mass Density	Visible Mass Density	Dark Matter Density
NGC0024	0.105000, 0.265000, 0.375000, 0.485000, 0.590000, 0.690000, 0.795000, 0.905000, 1.015000, 1.120000, 1.225000, 1.330000, 1.430000, 1.535000, 1.645000, 1.750000, 1.855000, 1.965000, 2.075000, 2.180000, 2.285000, 2.390000, 2.490000, 2.595000, 2.705000, 4.915000, 7.780000, 9.200000, 10.590000	369970904.704337, 559234799.947888, 364854314.967352, 571133704.075698, 683024508.470107, 620598464.258399, 708499380.782607, 568953343.826291, 581099089.826355, 559884245.875967, 528866916.184011, 532750206.840608, 545511436.333425, 501932209.691868, 438501200.728069, 528360912.127259, 416371346.133822, 500191797.603058, 357481032.713320, 537797959.946432, 346444331.158926, 530028470.243597, 354107404.034198, 425570081.728221, 313474493.558072, 10120961.279678, 6871983.039670, 12644332.585177, 6068699.421491	423277460.350906, 319675689.351772, 277576990.222576, 269591964.300887, 252908865.933627, 260248702.481918, 237264103.822687, 243508640.411692, 240483813.236556, 260313474.874796, 245811228.661613, 260337140.830280, 274144212.307168, 241241085.159016, 245691865.828651, 249191029.531129, 233704949.179768, 209992909.627246, 213449126.635546, 210030447.309561, 198906194.585580, 194341615.028772, 200332971.483413, 164659059.495520, 167317012.024483, 2703144.748974, 1550511.361746, 2391854.604797, 798293.026611	-53306555.646570, 239559110.596116, 87277324.744776, 301541739.774811, 430115642.536480, 360349761.776481, 471235276.959920, 325444703.414600, 340615276.589799, 299570771.001171, 283055687.522399, 272413066.010328, 271367224.026257, 260691124.532852, 192809334.899417, 279169882.596131, 182666396.954054, 290198887.975811, 144031906.077774, 327767512.636871, 147538136.573346, 335686855.214825, 153774432.550785, 260911022.232701, 146157481.533589, 7417816.530703, 5321471.677925, 10252477.980381, 5270406.394880
NGC0055	0.615000, 1.535000, 2.150000, 2.765000, 3.375000, 3.990000, 4.605000, 5.215000, 5.830000, 6.445000, 7.060000, 7.675000, 8.285000, 8.900000, 9.515000, 10.125000, 10.740000, 11.355000, 11.970000, 12.585000, 13.195000	29340076.040267, 19591213.856650, 18559204.050641, 18123235.959901, 19847662.685997, 18610279.358968, 17738432.880610, 17372359.257011, 15109877.494546, 17198688.805189, 14965760.901538, 15462870.952562, 13594129.277514, 12910887.841422, 12575257.176833, 10738048.417531, 10847094.016923, 9919566.557863, 9621453.952556, 9456775.346182, 8478744.892480	33574705.075288, 17759724.298145, 18615419.043197, 13550569.535568, 13663429.770679, 10996054.054302, 10638933.467441, 9089417.380989, 8532213.326209, 7612353.796585, 7340633.810327, 6692358.398124, 6631048.571213, 5801841.981892, 5685027.272952, 5074499.524502, 4715709.560627, 4349415.811308, 4224647.150647, 4039502.343596, 4164059.912691	-4234629.035022, 1831489.558506, -56214.992556, 4572666.424333, 6184232.915318, 7614225.304666, 7099499.413169, 8282941.876022, 6577664.168338, 9586335.008604, 7625127.091212, 8770512.554438, 6963080.706301, 7109045.859530, 6890229.903881, 5663548.893029, 6131384.456296, 5570150.746555, 5396806.801909, 5417273.002586, 4314684.979789
NGC0100	0.115000, 0.460000, 0.920000, 1.370000, 1.820000, 2.280000, 2.740000, 3.195000, 3.650000, 4.110000, 4.565000, 5.015000, 5.470000, 5.930000, 6.660000, 7.340000, 7.750000, 8.210000, 8.670000, 9.125000, 9.485000	47243951.637896, 45200463.617385, 44609000.732305, 41235064.242057, 37437919.510909, 33981371.329690, 35499780.283620, 34850013.390710, 34561450.362213, 30777515.565729, 29984294.985585, 27023054.268035, 23593037.081865, 23463488.128992, 11586082.743380, 23297230.414804, 22097940.349827, 17735509.525933, 20711061.891281, 17511013.549288, 32152224.606491	96012204.043554, 63158851.697639, 46507456.198080, 38157866.718125, 32049339.205381, 27333578.602005, 25394035.223214, 22780271.519602, 19004245.797900, 16263439.010554, 14599414.920232, 12840790.466896, 10707753.478860, 9426158.177227, 3647496.657198, 8145249.424669, 6116525.448762, 5356817.595453, 5120509.632343, 4655648.296995, 7595895.276490	-48768252.405658, -17958388.080254, -1898455.465775, 3077197.523933, 5388580.305529, 6647792.727685, 10105745.060406, 12069741.871108, 15557204.564313, 14514076.555174, 15384880.065353, 14182263.801139, 12885283.603005, 14037329.951765, 7938586.086183, 15151980.990135, 15981414.901065, 12378691.930481, 15590552.258937, 12855365.252293, 24556329.330001
NGC0247	0.540000, 1.345000, 1.880000, 2.425000, 2.960000, 3.495000, 4.040000, 4.580000, 5.115000, 5.650000, 6.190000, 6.725000, 7.260000, 7.800000, 8.345000, 8.880000, 9.415000, 9.960000, 10.495000, 11.030000, 11.570000, 12.110000, 12.645000, 13.195000, 13.745000, 14.275000	55311107.067847, 41867191.646763, 49037492.884337, 32915257.873666, 34118792.580862, 25860569.049964, 24866597.835366, 21809571.310387, 21452435.865431, 20727422.847701, 19866957.437116, 19353634.738746, 19737421.834334, 19184047.199606, 18572422.723149, 19464761.076331, 18188970.743265, 18430827.876359, 18205446.130977, 17234629.507345, 16768581.150924, 15648358.234856, 15542441.318309, 14139161.492120, 15298387.473738, 13501124.075821	23109712.926001, 16682558.162390, 16159971.695316, 12929883.295613, 13571146.233337, 11720682.084837, 11601732.242094, 10707767.395982, 10324478.430097, 9613235.367734, 9207916.264169, 9005376.260010, 8686211.938797, 8276138.397042, 8040009.292793, 8165140.770698, 7652776.307302, 7379285.110373, 7331518.421062, 6745831.962830, 6419333.194163, 5932650.096874, 5620226.118479, 4759734.815646, 4703502.285001, 4305811.105507	32201394.141846, 25184633.484373, 32877521.189021, 19985374.578053, 20547646.347525, 14139886.965127, 13264865.593272, 11101803.914405, 11127957.435334, 11114187.479967, 10659041.172947, 10348258.478736, 11051209.895537, 10907908.802564, 10532413.430356, 11299620.305632, 10536194.435963, 11051542.765987, 10873927.709915, 10488797.544515, 10349247.956760, 9715708.137982, 9922215.199830, 9379426.676474, 10594885.188737, 9195312.970314
NGC0289	0.750000, 2.010000, 2.990000, 3.890000, 4.875000, 5.905000, 6.975000, 9.085000, 12.085000, 15.105000, 18.175000, 21.195000, 24.215000, 27.235000, 30.255000, 33.280000, 36.305000, 39.325000, 42.345000, 45.365000, 48.385000, 51.455000, 54.475000, 57.495000, 60.515000, 63.535000, 66.560000, 69.585000	644188314.431846, 232572905.419394, 109107733.050904, 132509623.175736, 47397286.159814, 58454338.343466, 39143442.014717, 16818711.645125, 8987879.810366, 7006648.371119, 4183636.827489, 4236712.865975, 3346336.667749, 4266617.770777, 3015712.552375, 3491163.756060, 2652201.101424, 2947519.117786, 2281552.485507, 2404524.111552, 1862603.866335, 1938332.504768, 1585668.944142, 1571217.585858, 1089658.750166, 1397803.237174, 1238890.249466, 1239115.400822	768202279.603644, 346689899.948246, 169878969.124410, 179392163.712535, 92548037.416077, 80748197.569156, 45853050.864214, 11842254.439712, 6620166.325986, 4419998.663496, 3191588.249191, 2673809.037621, 1982479.114981, 1713742.403201, 1459074.896221, 1321870.804857, 1107766.371836, 1025455.863280, 849198.532889, 788360.233172, 663591.326438, 607133.024253, 553772.046296, 484643.583001, 432279.419527, 382846.439071, 348272.491680, 312425.891598	-124013965.171798, -114116994.528852, -60771236.073506, -46882540.536799, -45150751.256263, -22293859.225690, -6709608.849497, 4976457.205413, 2367713.484380, 2586649.707623, 992048.578298, 1562903.828354, 1363857.552768, 2552875.367575, 1556637.656153, 2169292.951203, 1544434.729588, 1922063.254506, 1432353.952618, 1616163.878380, 1199012.539896, 1331199.480515, 1031896.897846, 1086574.002857, 657379.330639, 1014956.798103, 890617.757786, 926689.509224
NGC0300	0.455000, 1.135000, 1.590000, 2.045000, 2.495000, 2.945000, 3.400000, 3.855000, 4.310000, 4.765000, 5.220000, 5.675000, 6.130000, 6.585000, 7.035000, 7.485000, 7.940000, 8.395000, 8.845000, 9.300000, 9.745000, 10.205000, 10.690000, 11.125000, 11.560000	71298577.859395, 60225025.346079, 50904299.771409, 43065363.766866, 45887326.211657, 40033043.645065, 53133428.017765, 35159555.019878, 38799264.490244, 25773851.237568, 29947913.276914, 24205875.741231, 31096333.662011, 21533993.036997, 26876360.296459, 18979126.933026, 24026088.570958, 17304624.900319, 25033910.454898, 18324932.416495, 22686212.263933, 14899779.997223, 16759397.597682, 17229360.195097, 15920402.340277	64654282.644845, 30843618.838774, 33872918.278173, 25166325.387408, 24721749.877175, 19350246.332985, 17859899.216188, 14801037.890437, 13997996.901652, 11543922.691479, 10805751.768324, 9320232.471271, 9507130.118307, 8496440.955494, 8618808.734565, 7264673.431183, 6782608.703370, 5749735.825284, 5630335.374733, 4665943.405117, 4724584.309803, 3527562.235051, 3413941.444274, 3614575.074871, 2933278.985394	6644295.214550, 29381406.507305, 17031381.493236, 17899038.379458, 21165576.334482, 20682797.312080, 35273528.801578, 20358517.129441, 24801267.588592, 14229928.546089, 19142161.508590, 14885643.269960, 21589203.543704, 13037552.081504, 18257551.561895, 11714453.501844, 17243479.867588, 11554889.075035, 19403575.080165, 13658989.011378, 17961627.954131, 11372217.762172, 13345456.153408, 13614785.120226, 12987123.354883
NGC0801	0.585000, 1.365000, 1.760000, 2.345000, 3.125000, 7.055000, 14.120000, 21.130000, 28.140000, 35.205000, 42.270000, 49.330000, 56.340000	595588308.461396, 337730180.734199, 990487552.038503, 308207000.819897, 292021432.831839, 20220630.541901, 5803955.595404, 4164078.574599, 2665690.725544, 2092278.079198, 1525021.272093, 1453833.236356, 1135381.979677	1328161219.257006, 731063854.707206, 1098454555.846467, 484359688.906916, 379878927.687119, 28684858.262248, 5790407.262238, 4905839.075172, 2493368.329833, 1950747.783097, 1053514.771345, 1006736.068096, 650044.313654	-732572910.795610, -393333673.973006, -107967003.807964, -176152688.087020, -87857494.855280, -8464227.720347, 13548.333166, -741760.500573, 172322.395711, 141530.296101, 471506.500748, 447097.168259, 485337.666023
NGC0891	0.460000, 1.620000, 2.780000, 3.705000, 4.635000, 5.565000, 6.495000, 7.425000, 8.345000, 9.265000, 10.185000, 11.110000, 12.050000, 12.990000, 13.930000, 14.865000, 15.800000, 16.690000	3486291721.226892, 161778060.879835, 276570691.756076, 135636931.227429, 138398656.828079, 92163159.459921, 91926604.132401, 70636943.404707, 70112730.902312, 57057957.471675, 56000684.112295, 44338460.565766, 42016107.082597, 36253888.355314, 35225495.667528, 31232419.225495, 27556809.323424, 29178592.427502	5080158519.124978, 875133480.019810, 585750143.282395, 353305871.456203, 242270817.393619, 178332792.636001, 141258372.467571, 107577972.276366, 97919449.662350, 69325356.774999, 67374161.099934, 50218631.838024, 46013494.141938, 38812298.331273, 34890520.770937, 29734664.166164, 27012538.790387, 25587184.647827	-1593866797.898087, -713355419.139975, -309179451.526319, -217668940.228774, -103872160.565540, -86169633.176080, -49331768.335170, -36941028.871659, -27806718.760038, -12267399.303324, -11373476.987638, -5880171.272258, -3997387.059341, -2558409.975960, 334974.896591, 1497755.059331, 544270.533037, 3591407.779675
NGC1003	0.625000, 1.665000, 2.490000, 3.315000, 4.145000, 4.975000, 5.805000, 6.630000, 7.455000, 8.285000, 9.120000, 9.940000, 10.775000, 11.595000, 12.415000, 13.285000, 14.105000, 14.925000, 15.745000, 16.565000, 17.390000, 18.215000, 19.085000, 19.905000, 20.725000, 21.545000, 22.365000, 23.235000, 24.055000, 24.875000, 25.695000, 26.515000, 27.340000, 28.165000, 29.035000, 29.855000	76187435.331467, 35202144.462789, 35942364.582981, 23895578.222005, 24507943.084006, 20804733.545367, 19798050.852336, 18973610.589813, 17650476.882827, 13114192.242711, 12989321.289928, 11257240.308152, 8984428.339589, 9946988.593783, 7948541.647731, 8123810.934764, 7905272.134372, 7984622.635670, 8307347.142563, 7190111.052642, 7648233.119392, 7536808.539127, 6521230.191465, 6902337.256141, 5792257.120325, 6326399.456508, 5780257.830018, 5398759.104203, 6230306.797773, 5061657.448603, 5789624.684456, 5293522.823771, 5549125.653608, 4649333.156452, 4840789.307617, 5293584.029583	112122896.428852, 35957441.082998, 41707685.135521, 22382391.826112, 23558737.557881, 15011097.027125, 12305789.901064, 9331966.519451, 8259013.835515, 6347131.797822, 5680185.030123, 4589135.595711, 4083483.757626, 3695784.459031, 3231989.847559, 2614255.479489, 2916644.971803, 2141939.645769, 2373664.943681, 1852278.075450, 1871597.531673, 1528822.165777, 1314292.626771, 1447323.084503, 1123054.781679, 1196195.456218, 944393.182577, 866413.490551, 971274.726084, 756840.212258, 840457.070291, 746110.827851, 942437.163423, 727888.979434, 906636.953271, 917952.858621	-35935461.097385, -755296.620209, -5765320.552540, 1513186.395893, 949205.526125, 5793636.518242, 7492260.951272, 9641644.070363, 9391463.047312, 6767060.444888, 7309136.259805, 6668104.712441, 4900944.581964, 6251204.134752, 4716551.800172, 5509555.455275, 4988627.162569, 5842682.989902, 5933682.198882, 5337832.977192, 5776635.587720, 6007986.373349, 5206937.564694, 5455014.171638, 4669202.338646, 5130204.000290, 4835864.647441, 4532345.613652, 5259032.071690, 4304817.236345, 4949167.614165, 4547411.995920, 4606688.490185, 3921444.177018, 3934152.354346, 4375631.170962
NGC1090	0.175000, 0.710000, 1.335000, 2.650000, 4.395000, 5.850000, 7.390000, 8.640000, 9.740000, 10.825000, 12.450000, 14.330000, 15.705000, 16.980000, 18.195000, 19.465000, 20.740000, 21.960000, 23.230000, 24.500000, 25.720000, 26.990000, 28.260000, 29.480000	192160512.347088, 178718159.255227, 124919439.907887, 58148608.434094, 48857081.511186, 37262227.455770, 23930527.844813, 41403997.881333, 17560289.633648, 39125532.109352, 8886714.525709, 15051278.547996, 11304728.905308, 14497185.033804, 10772423.718318, 10965340.851374, 9360180.363107, 10407098.102257, 7802027.677192, 8772100.101362, 7417643.175174, 7327684.670111, 6734579.826851, 6860052.651049	1046217009.841737, 433300738.266037, 213817304.045615, 75906181.483157, 37131686.267631, 43743064.451961, 23995416.611698, 37585258.254425, 21432646.555563, 30378827.518113, 10056260.019125, 12132881.512980, 11485412.317526, 9904201.379306, 9335773.215170, 6858546.079730, 7089378.271101, 5903626.783876, 5265109.376044, 4816613.753393, 4735698.461228, 3756970.255878, 4020879.826329, 3449536.938779	-854056497.494649, -254582579.010810, -88897864.137728, -17757573.049062, 11725395.243555, -6480836.996191, -64888.766885, 3818739.626907, -3872356.921915, 8746704.591239, -1169545.493417, 2918397.035016, -180683.412218, 4592983.654498, 1436650.503148, 4106794.771644, 2270802.092007, 4503471.318382, 2536918.301148, 3955486.347969, 2681944.713946, 3570714.414233, 2713700.000521, 3410515.712270
NGC1705	0.110000, 0.440000, 0.885000, 1.330000, 1.775000, 2.225000, 2.670000, 3.115000, 3.560000, 4.000000, 4.440000, 4.885000, 5.335000, 5.780000	2805884158.461047, 389120964.627136, 190553347.400826, 102598556.513741, 77415695.738900, 54407135.926258, 45733245.577880, 36470342.609426, 33426321.666327, 28508146.849621, 26153625.120290, 22296849.925463, 21480225.420263, 18747509.782699	1265391358.937210, 233033288.439964, 62516529.115189, 36997559.787651, 18451894.334502, 13335777.746875, 8193165.489912, 6669292.198941, 4506488.516216, 4249607.195567, 3023695.503249, 2922311.402315, 2147817.242749, 2398664.405099	1540492799.523837, 156087676.187172, 128036818.285637, 65600996.726090, 58963801.404398, 41071358.179383, 37540080.087967, 29801050.410485, 28919833.150111, 24258539.654054, 23129929.617042, 19374538.523147, 19332408.177515, 16348845.377600
NGC2366	0.060000, 0.240000, 0.475000, 0.710000, 0.950000, 1.190000, 1.425000, 1.665000, 1.905000, 2.140000, 2.375000, 2.615000, 2.855000, 3.090000, 3.325000, 3.565000, 3.805000, 4.040000, 4.280000, 4.520000, 4.755000, 4.990000, 5.230000, 5.470000, 5.705000, 5.940000	66015171.090600, 35696943.780971, 36788075.906690, 25393050.366540, 34089720.490518, 32719723.335764, 40914741.318809, 37540509.663073, 40028453.885506, 35617704.051680, 40199879.253215, 34129374.690436, 34675717.652241, 31524536.067477, 34029360.730838, 29371183.534118, 31354197.691672, 28341373.195065, 21862959.663699, 25646087.779753, 20426056.675289, 21234985.631985, 15098541.005515, 21149958.898053, 13238384.332058, 19663965.910469	59182002.105661, 52011358.914069, 36392292.164448, 33657777.542832, 28473320.174737, 25856874.109869, 21700837.786629, 20144381.352814, 18712944.005872, 17403638.573156, 14812738.167202, 13595795.916395, 12725726.982781, 12261566.476847, 11172308.757194, 10237273.514200, 9771525.182700, 9145896.017436, 8169258.182228, 8023569.994427, 7837701.049049, 7383286.663717, 6727841.730297, 6478771.928149, 6049891.841620, 5759065.479789	6833168.984939, -16314415.133098, 395783.742242, -8264727.176293, 5616400.315781, 6862849.225895, 19213903.532180, 17396128.310259, 21315509.879634, 18214065.478524, 25387141.086013, 20533578.774041, 21949990.669460, 19262969.590629, 22857051.973643, 19133910.019918, 21582672.508972, 19195477.177630, 13693701.481471, 17622517.785326, 12588355.626239, 13851698.968268, 8370699.275218, 14671186.969904, 7188492.490438, 13904900.430680
NGC2403	0.080000, 0.210000, 0.310000, 0.410000, 0.510000, 0.610000, 0.710000, 0.810000, 0.910000, 1.010000, 1.110000, 1.215000, 1.315000, 1.415000, 1.520000, 1.620000, 1.720000, 1.820000, 1.920000, 2.025000, 2.130000, 2.230000, 2.325000, 2.420000, 2.520000, 2.625000, 2.730000, 2.830000, 2.930000, 3.030000, 3.135000, 3.240000, 3.340000, 3.440000, 3.540000, 3.640000, 3.740000, 3.845000, 3.945000, 4.230000, 4.720000, 5.220000, 5.715000, 6.210000, 6.710000, 7.205000, 7.700000, 8.200000, 8.695000, 9.190000, 9.690000, 10.185000, 10.680000, 11.180000, 11.675000, 12.170000, 12.670000, 13.170000, 13.665000, 14.160000, 14.660000, 15.155000, 15.650000, 16.150000, 16.645000, 17.140000, 17.640000, 18.135000, 18.630000, 19.130000, 19.625000, 20.120000, 20.620000	1263571634.156014, 911265218.311212, 822623936.575544, 850602869.009249, 879116818.027535, 761320961.284692, 827670361.565045, 672537810.013751, 624763220.851814, 587072151.302587, 555337184.873784, 555157216.716852, 591936002.094992, 497153138.301448, 520996265.389336, 536033336.656126, 459751711.219940, 508231278.097017, 450062856.395116, 445483308.698731, 389261435.598208, 438936808.309678, 395067208.919215, 387500593.526425, 343585072.137865, 324534278.056666, 316004528.890035, 340250723.918074, 306059979.691444, 340727796.402809, 251291556.443888, 315448544.080187, 282231918.259157, 340438838.321126, 301153192.113217, 342672606.374420, 307914395.233947, 334950825.365178, 323569804.454230, 77322807.985187, 57608039.941568, 63700190.475853, 50225775.313467, 53803013.488845, 42042398.016596, 46282383.498309, 36738356.763533, 40401800.779044, 34338152.295238, 35651977.069513, 29260621.293379, 32412794.414508, 27505627.899368, 30412037.651219, 25714535.541317, 29293919.412144, 24113634.924629, 26846490.190749, 22854878.551930, 24808731.872130, 21604580.399120, 23504669.803150, 19652061.238965, 22105120.383406, 18891667.138709, 21871632.359935, 17551918.250353, 20391363.304202, 15631921.353018, 19335065.920936, 16233322.923956, 17810031.733844, 14706019.410911	1134012861.247055, 952835059.098120, 1032601159.701336, 981468878.087333, 935018043.315377, 799686181.339730, 768824040.390703, 658560344.498879, 647598044.777367, 587001737.911828, 585105813.660909, 507933272.387656, 613408747.620804, 497303796.436919, 535600748.042460, 542134842.720339, 531503338.386987, 527614198.649632, 517539698.682073, 473209159.967533, 504989302.861393, 481979088.183798, 499294862.569689, 434637517.881350, 407363795.232836, 356241478.949255, 366177073.397916, 354372862.299687, 335670232.888938, 328984688.554084, 285639402.524118, 310123872.060137, 299456943.262801, 295938173.142594, 282855387.520698, 282936788.368514, 267560913.247953, 241486903.850403, 276254608.829112, 53612393.984785, 40283980.462382, 37512048.801707, 29883696.071580, 27713124.845883, 22472738.190963, 21893378.976894, 17795321.192512, 17315238.645412, 14998817.270633, 14413792.849706, 12334641.009591, 12574460.219506, 10661566.107453, 10653815.596771, 9399236.102290, 9308934.358706, 8078082.237247, 8067489.367532, 7146911.241293, 7059178.785073, 6162568.755726, 6333703.604844, 5429769.998640, 5475198.681024, 4852737.061105, 4833530.301771, 4187856.889645, 4363411.551482, 3706287.482919, 3852274.080568, 3475685.511873, 3545021.024928, 3154268.066984	129558772.908959, -41569840.786908, -209977223.125793, -130866009.078084, -55901225.287842, -38365220.055037, 58846321.174341, 13977465.514873, -22834823.925553, 70413.390758, -29768628.787125, 47223944.329196, -21472745.525812, -150658.135471, -14604482.653124, -6101506.064213, -71751627.167048, -19382920.552615, -67476842.286958, -27725851.268802, -115727867.263185, -43042279.874120, -104227653.650475, -47136924.354925, -63778723.094972, -31707200.892589, -50172544.507881, -14122138.381613, -29610253.197494, 11743107.848725, -34347846.080230, 5324672.020051, -17225025.003644, 44500665.178532, 18297804.592519, 59735818.005906, 40353481.985993, 93463921.514775, 47315195.625118, 23710414.000402, 17324059.479186, 26188141.674147, 20342079.241887, 26089888.642962, 19569659.825633, 24389004.521415, 18943035.571021, 23086562.133632, 19339335.024605, 21238184.219807, 16925980.283787, 19838334.195003, 16844061.791915, 19758222.054448, 16315299.439027, 19984985.053438, 16035552.687383, 18779000.823217, 15707967.310637, 17749553.087057, 15442011.643394, 17170966.198306, 14222291.240325, 16629921.702382, 14038930.077604, 17038102.058164, 13364061.360708, 16027951.752721, 11925633.870099, 15482791.840368, 12757637.412083, 14265010.708916, 11551751.343927
